epoch,loss,pr_auc,precision,recall,val_loss,val_pr_auc,val_precision,val_recall
42,0.060348592698574066,0.993080198764801,0.9889034032821655,0.9632808566093445,0.050328899174928665,0.9914376139640808,0.9870828986167908,0.9502590894699097
43,0.06027820333838463,0.993085503578186,0.9890648126602173,0.9632808566093445,0.050313107669353485,0.9914709329605103,0.9870828986167908,0.9502590894699097
44,0.06019526720046997,0.9931069612503052,0.9892280101776123,0.9634398221969604,0.05016681179404259,0.9915147423744202,0.9870828986167908,0.9502590894699097
45,0.0601421557366848,0.9931132793426514,0.9892297387123108,0.9635987877845764,0.050259292125701904,0.9915764331817627,0.9870828986167908,0.9502590894699097
46,0.06008315086364746,0.9931516647338867,0.9890683889389038,0.9635987877845764,0.050198301672935486,0.9916232228279114,0.9870828986167908,0.9502590894699097
47,0.06002776697278023,0.9931603670120239,0.9890683889389038,0.9635987877845764,0.05029110237956047,0.9916895627975464,0.9870828986167908,0.9502590894699097
48,0.05996314063668251,0.993179202079773,0.9890683889389038,0.9635987877845764,0.05017707124352455,0.9917405843734741,0.9870828986167908,0.9502590894699097
49,0.059906695038080215,0.9931772947311401,0.9890683889389038,0.9635987877845764,0.05019359290599823,0.9916675686836243,0.9870828986167908,0.9502590894699097
50,0.05985026806592941,0.993174135684967,0.9890683889389038,0.9635987877845764,0.050140101462602615,0.9916867017745972,0.9870828986167908,0.9502590894699097
51,0.05980384722352028,0.9933425188064575,0.9890683889389038,0.9635987877845764,0.05005909502506256,0.9918079376220703,0.9870828986167908,0.9502590894699097
52,0.05975636839866638,0.9935083389282227,0.9890683889389038,0.9635987877845764,0.05014222115278244,0.9917609095573425,0.9870828986167908,0.9502590894699097
53,0.05970301479101181,0.9935072064399719,0.9889070391654968,0.9635987877845764,0.050033245235681534,0.9918212294578552,0.9881465435028076,0.9502590894699097
54,0.05966147780418396,0.9935284852981567,0.9889070391654968,0.9635987877845764,0.050072845071554184,0.9917168617248535,0.9881465435028076,0.9502590894699097
55,0.05961760878562927,0.9935557842254639,0.9887456893920898,0.9635987877845764,0.050108570605516434,0.9918233752250671,0.9881465435028076,0.9502590894699097
56,0.05957270786166191,0.9936295747756958,0.9887456893920898,0.9635987877845764,0.05004904419183731,0.9918301105499268,0.9881465435028076,0.9502590894699097
57,0.05953516811132431,0.9936382174491882,0.9885844588279724,0.9635987877845764,0.050041455775499344,0.991839587688446,0.9881465435028076,0.9502590894699097
58,0.059488799422979355,0.9936069846153259,0.9885844588279724,0.9635987877845764,0.05007437989115715,0.9917362332344055,0.9881465435028076,0.9502590894699097
59,0.059442102909088135,0.9936250448226929,0.9885844588279724,0.9635987877845764,0.049996744841337204,0.9917282462120056,0.9881465435028076,0.9502590894699097
60,0.05940530076622963,0.9936551451683044,0.9889070391654968,0.9635987877845764,0.05009264126420021,0.9918419718742371,0.9881465435028076,0.9502590894699097
61,0.05935373157262802,0.99366694688797,0.9889070391654968,0.9635987877845764,0.05006794258952141,0.9918106198310852,0.9881465435028076,0.9502590894699097
62,0.059313978999853134,0.9936948418617249,0.9889070391654968,0.9635987877845764,0.05016075819730759,0.9917845129966736,0.9881465435028076,0.9502590894699097
63,0.059270892292261124,0.9936797618865967,0.9887456893920898,0.9635987877845764,0.050112128257751465,0.9918657541275024,0.9881465435028076,0.9502590894699097
64,0.05922849103808403,0.993859052658081,0.9889070391654968,0.9635987877845764,0.05012965947389603,0.9918403625488281,0.9881465435028076,0.9502590894699097
65,0.05918709933757782,0.9938592910766602,0.9889070391654968,0.9635987877845764,0.05022570490837097,0.9919085502624512,0.9881465435028076,0.9502590894699097
66,0.05913810804486275,0.9938775897026062,0.9887475371360779,0.9637577533721924,0.049979764968156815,0.9916720986366272,0.9881465435028076,0.9502590894699097
67,0.05909957364201546,0.993867039680481,0.9889088273048401,0.9637577533721924,0.050172384828329086,0.9918124675750732,0.9881465435028076,0.9502590894699097
68,0.059053268283605576,0.9938919544219971,0.9887475371360779,0.9637577533721924,0.05011367052793503,0.9918941855430603,0.9881465435028076,0.9502590894699097
69,0.05900390446186066,0.9938883781433105,0.9889088273048401,0.9637577533721924,0.05005981773138046,0.9918200373649597,0.9881465435028076,0.9502590894699097
70,0.05896838381886482,0.9939453601837158,0.9889088273048401,0.9637577533721924,0.050097350031137466,0.9918925166130066,0.9881465435028076,0.9502590894699097
71,0.058928731828927994,0.9941192865371704,0.9889088273048401,0.9637577533721924,0.0501219667494297,0.9918919801712036,0.9881465435028076,0.9502590894699097
72,0.05886823683977127,0.9940988421440125,0.9889088273048401,0.9637577533721924,0.04999343678355217,0.9918248057365417,0.9881465435028076,0.9502590894699097
73,0.058832798153162,0.9941303730010986,0.9885882139205933,0.9639167189598083,0.05002913996577263,0.9918655157089233,0.9881465435028076,0.9502590894699097
74,0.0587841272354126,0.9941608905792236,0.9887493848800659,0.9639167189598083,0.050035733729600906,0.9918206930160522,0.9881465435028076,0.9502590894699097
