seed,samples,positive_samples,negative_samples,predicted_positive,accuracy,balanced_accuracy,precision,recall,f1,true_negative,false_positive,false_negative,true_positive,pr_auc,roc_auc
42,5532,1099,4433,1064,0.9882501807664498,0.9755601907851754,0.9859022556390977,0.9545040946314831,0.9699491447064262,4418,15,50,1049,0.9937619131618993,0.998350324423881
43,5532,1099,4433,1064,0.9882501807664498,0.9755601907851754,0.9859022556390977,0.9545040946314831,0.9699491447064262,4418,15,50,1049,0.9936614512066826,0.9983107092209208
44,5532,1099,4433,1063,0.9884309472161966,0.9756729812205465,0.9868297271872061,0.9545040946314831,0.9703977798334875,4419,14,50,1049,0.9940818175819486,0.9984439230381289
45,5532,1099,4433,1067,0.987707881417209,0.9752218194790621,0.9831302717900656,0.9545040946314831,0.9686057248384118,4415,18,50,1049,0.9940162771151686,0.998426270667898
46,5532,1099,4433,1062,0.9882501807664498,0.9752180221668613,0.9868173258003766,0.9535941765241128,0.9699213327163351,4419,14,51,1048,0.9935461177140202,0.9982848464459313
